year,country,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty gap at $6.85 a day (2017 PPP) (%)
2003,AUS,1.0,0.7,1.2,0.9,1.7,1.1
2003,AUT,0.3,0.3,0.4,0.3,0.7,0.4
2003,AZE,0.1,0.0,3.3,0.4,44.6,10.2
2003,BEL,0.3,0.1,0.5,0.2,0.9,0.4
2003,BEN,53.1,18.2,80.8,39.4,95.1,63.1
2003,BFA,54.7,22.1,79.2,41.4,93.8,63.3
2003,BLR,3.5,0.8,18.8,4.7,64.8,22.4
2003,BRA,12.6,4.9,26.1,10.9,48.7,23.6
2003,BTN,13.4,2.3,41.6,13.0,73.3,35.0
2003,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2003,CHL,5.3,2.0,15.3,5.2,40.6,16.0
2003,COL,13.0,4.9,29.3,11.6,58.0,27.1
2003,CRI,4.7,2.0,10.5,4.3,26.5,10.8
2003,DEU,0.0,0.0,0.2,0.1,0.5,0.2
2003,DNK,0.3,0.2,0.4,0.3,0.4,0.3
2003,DOM,8.7,2.9,21.8,7.9,49.0,21.3
2003,EAS,28.5,8.4,57.0,23.1,83.5,46.3
2003,ECS,7.3,2.7,16.1,6.3,41.0,16.6
2003,ECU,14.8,5.8,30.7,12.8,57.7,28.1
2003,ESP,0.8,0.5,1.2,0.7,2.2,1.1
2003,EST,2.5,1.3,5.5,2.3,16.9,6.1
2003,FCS,42.8,18.5,65.1,33.6,85.6,53.9
2003,FIN,0.0,0.0,0.1,0.0,0.2,0.1
2003,FRA,0.2,0.1,0.2,0.1,0.4,0.2
2003,GBR,0.2,0.2,0.2,0.2,0.7,0.4
2003,GEO,12.9,4.0,35.9,12.2,72.0,32.8
2003,GMB,50.7,20.3,73.5,37.9,90.9,59.5
2003,GRC,0.5,0.4,0.7,0.5,1.9,0.8
2003,HND,26.5,11.6,43.3,21.3,65.0,37.2
2003,IDA,44.8,17.2,74.1,35.4,92.4,58.9
2003,IDN,22.8,4.4,66.5,21.9,93.2,50.9
2003,IRL,0.1,0.1,0.2,0.1,0.5,0.2
2003,ISL,0.0,0.0,0.1,0.0,0.4,0.1
2003,ISR,0.5,0.2,2.0,0.6,9.0,2.5
2003,ITA,0.8,0.5,1.1,0.7,2.1,1.1
2003,KAZ,6.2,1.3,28.0,7.5,67.6,27.2
2003,KGZ,25.7,5.3,67.5,23.2,94.1,51.9
2003,LCN,12.3,4.9,25.7,10.7,49.8,23.6
2003,LMY,31.4,9.8,58.9,25.0,81.9,47.2
2003,LUX,0.1,0.0,0.1,0.1,0.5,0.2
2003,MDA,5.6,1.0,27.7,7.1,69.6,27.5
2003,MEA,2.8,0.5,18.6,4.3,54.8,20.1
2003,MYS,1.6,0.3,8.2,2.0,27.8,9.5
2003,NAM,35.9,12.2,60.2,27.5,78.0,47.6
2003,NGA,47.9,18.8,75.6,37.1,94.0,60.5
2003,NOR,0.2,0.1,0.2,0.2,0.4,0.2
2003,NPL,40.3,11.5,70.6,30.3,89.7,55.1
2003,PAN,9.9,3.9,18.7,8.2,35.8,17.1
2003,PER,14.7,4.8,32.3,12.7,59.4,28.7
2003,PHL,13.6,3.3,37.3,12.5,68.1,32.3
2003,PRT,0.9,0.5,1.5,0.8,4.0,1.6
2003,PRY,8.3,2.7,20.0,7.4,44.7,19.4
2003,SAS,38.9,9.5,76.3,30.6,94.5,57.5
2003,SLE,61.3,23.9,83.7,44.9,94.8,66.3
2003,SLV,15.8,7.8,28.4,13.7,53.6,26.7
2003,SSF,53.2,22.7,76.6,40.8,91.7,61.9
2003,SWE,0.3,0.2,0.5,0.3,1.0,0.5
2003,SYR,1.1,0.2,11.7,2.3,48.6,15.5
2003,TCD,57.8,23.1,82.6,43.3,95.9,65.7
2003,TJK,36.7,10.5,72.7,29.7,94.8,56.4
2003,UKR,1.1,0.2,10.4,2.1,54.1,16.0
2003,URY,0.8,0.2,5.1,1.2,24.5,7.3
2003,USA,1.0,0.7,1.2,0.9,2.0,1.2
2003,UZB,81.5,37.8,94.6,59.1,99.1,77.0
2003,VEN,19.7,9.2,38.1,17.4,67.0,34.4
2003,XKX,2.4,0.3,21.8,4.5,67.7,24.5
2004,ARG,3.9,1.3,9.8,3.5,24.9,10.0
2004,ARM,5.3,1.2,28.9,7.1,73.5,29.2
2004,AUS,0.7,0.4,0.7,0.5,1.2,0.7
2004,AUT,0.1,0.1,0.1,0.1,0.4,0.1
2004,AZE,0.0,0.0,1.0,0.1,42.3,8.5
2004,BEL,0.1,0.0,0.1,0.1,0.4,0.1
2004,BIH,0.2,0.1,0.7,0.2,6.6,1.5
2004,BLR,1.3,0.2,10.6,2.3,54.3,16.0
2004,BOL,10.2,4.3,21.1,8.9,45.8,20.6
2004,BRA,11.1,4.1,24.4,9.7,47.3,22.3
2004,CAN,0.2,0.1,0.2,0.2,0.7,0.4
2004,CHE,0.0,0.0,0.2,0.1,0.5,0.2
2004,COD,91.5,58.3,97.6,73.5,99.7,85.4
2004,COL,12.0,3.9,28.8,10.7,57.3,26.5
2004,COM,14.6,4.2,37.3,13.2,68.3,32.8
2004,CRI,4.7,1.8,9.8,4.0,27.9,10.8
2004,CYP,0.1,0.1,0.1,0.1,0.3,0.1
2004,CZE,0.0,0.0,0.0,0.0,1.3,0.3
2004,DEU,0.0,0.0,0.0,0.0,0.2,0.1
2004,DNK,0.3,0.2,0.3,0.2,0.4,0.3
2004,DOM,11.6,3.6,27.9,10.3,57.0,25.9
2004,EAS,24.9,6.9,53.5,20.7,81.2,43.6
2004,ECS,5.5,1.8,13.4,4.9,36.1,14.0
2004,ECU,15.1,6.1,32.4,13.2,59.0,28.8
2004,EGY,3.1,0.4,28.1,6.0,77.7,29.9
2004,ESP,0.8,0.6,1.3,0.8,2.4,1.2
2004,EST,1.1,0.5,3.2,1.1,10.9,3.7
2004,ETH,34.6,7.6,77.0,28.2,96.3,57.2
2004,FCS,39.8,16.9,62.6,31.5,83.0,51.6
2004,FIN,0.0,0.0,0.1,0.0,0.2,0.1
2004,FRA,0.0,0.0,0.1,0.0,0.3,0.1
2004,GBR,0.2,0.2,0.2,0.2,0.5,0.3
2004,GEO,12.4,3.7,32.7,11.3,70.0,30.9
2004,GRC,0.6,0.5,1.0,0.6,1.9,1.0
2004,HND,25.4,11.1,42.0,20.6,64.5,36.4
2004,HUN,0.1,0.1,0.4,0.1,5.7,1.2
2004,IDA,41.3,15.6,71.6,33.1,91.5,57.0
2004,IDN,24.2,5.0,66.7,22.3,92.7,51.0
2004,IND,40.6,10.0,77.5,31.5,94.7,58.3
2004,IRL,0.1,0.0,0.1,0.0,0.4,0.1
2004,ISL,0.2,0.1,0.2,0.1,0.4,0.2
2004,ISR,0.5,0.3,2.0,0.6,9.7,3.0
2004,ITA,0.6,0.5,0.9,0.6,1.7,0.9
2004,JAM,1.2,0.3,7.2,1.6,29.1,9.0
2004,KAZ,3.3,0.6,21.6,4.9,64.3,23.6
2004,KGZ,11.6,2.4,44.2,13.0,80.0,37.3
2004,LCN,11.3,4.4,24.1,9.8,48.3,22.4
2004,LMY,29.0,8.8,56.7,23.4,80.2,45.4
2004,LTU,2.7,1.2,7.3,2.6,21.6,8.0
2004,LUX,0.0,0.0,0.0,0.0,0.1,0.0
2004,LVA,2.5,1.2,5.8,2.4,19.3,6.9
2004,MDA,6.6,1.4,28.7,7.9,70.2,28.2
2004,MEA,2.7,0.5,17.1,4.0,51.1,18.6
2004,MEX,7.2,2.4,17.7,6.3,44.2,17.9
2004,MRT,18.1,4.7,49.3,16.9,82.7,41.5
2004,MWI,68.9,27.9,88.8,49.8,97.2,70.6
2004,NLD,0.2,0.1,0.4,0.2,0.8,0.4
2004,NOR,0.3,0.2,0.3,0.2,0.6,0.3
2004,PAK,20.2,3.9,64.8,20.6,92.2,49.6
2004,PAN,8.7,3.3,17.6,7.4,34.7,16.2
2004,PER,16.3,5.6,32.8,13.5,59.8,29.2
2004,POL,2.2,1.0,5.0,2.0,16.2,5.8
2004,PRT,0.5,0.3,1.1,0.5,3.3,1.2
2004,PRY,5.7,1.7,17.3,5.6,42.8,17.2
2004,PSE,0.6,0.1,3.6,0.9,23.6,6.0
2004,SAS,37.2,8.9,75.0,29.6,94.0,56.6
2004,SLV,11.5,5.1,24.1,10.3,51.8,23.5
2004,SSF,50.4,21.2,74.9,38.9,91.3,60.5
2004,SVK,0.1,0.0,1.0,0.2,8.3,2.1
2004,SVN,0.0,0.0,0.2,0.1,0.5,0.2
2004,SWE,0.4,0.3,0.6,0.4,1.0,0.6
2004,THA,1.2,0.2,12.2,2.5,44.3,14.9
2004,TJK,21.4,5.0,55.0,18.9,87.7,45.5
2004,UKR,0.9,0.1,8.3,1.6,43.9,12.4
2004,URY,1.0,0.2,6.5,1.5,25.1,8.1
2004,USA,1.0,0.8,1.2,0.9,2.0,1.2
2004,VEN,16.6,8.0,32.5,14.7,61.5,30.3
2004,VNM,20.1,4.9,54.1,18.5,84.2,43.6
2004,ZMB,61.1,30.7,78.6,47.3,91.9,65.8
2005,ALB,0.6,0.1,7.3,1.4,40.4,11.5
2005,ARG,2.7,0.9,8.0,2.7,21.0,8.1
2005,ARM,2.6,0.6,19.4,4.3,67.5,23.8
2005,AUT,0.2,0.1,0.2,0.1,0.5,0.2
2005,AZE,0.0,0.0,0.3,0.0,31.3,5.3
2005,BEL,0.2,0.1,0.3,0.2,0.5,0.3
2005,BGD,24.0,4.6,65.1,22.0,90.9,49.9
2005,BLR,0.9,0.2,6.0,1.3,36.0,10.2
2005,BOL,15.6,7.9,25.7,13.0,47.2,24.0
2005,BRA,10.0,3.6,22.3,8.7,45.0,20.8
2005,CAN,0.2,0.2,0.5,0.2,1.0,0.4
2005,CHN,22.3,6.1,49.1,18.6,78.6,40.8
2005,COG,49.6,19.6,72.8,37.3,89.8,58.8
2005,COL,10.7,3.7,25.6,9.5,53.5,24.0
2005,CRI,3.3,1.2,8.5,3.0,25.4,9.3
2005,CYP,0.0,0.0,0.1,0.0,0.1,0.0
2005,CZE,0.0,0.0,0.1,0.0,0.8,0.2
2005,DEU,0.0,0.0,0.2,0.0,0.2,0.1
2005,DNK,0.3,0.1,0.3,0.2,0.5,0.3
2005,DOM,7.4,2.3,21.4,7.2,48.2,20.3
2005,EAS,20.7,5.4,49.1,17.9,78.5,40.5
2005,ECS,4.7,1.3,12.3,4.3,32.6,12.6
2005,ECU,11.8,4.5,25.5,10.3,50.6,23.5
2005,ESP,0.7,0.5,1.1,0.7,2.6,1.1
2005,EST,0.8,0.3,1.9,0.7,7.6,2.4
2005,FCS,38.1,16.1,60.9,30.3,81.4,50.2
2005,FIN,0.1,0.0,0.1,0.1,0.2,0.1
2005,FRA,0.0,0.0,0.1,0.0,0.3,0.1
2005,FSM,8.6,1.9,27.1,8.4,59.7,25.1
2005,GAB,5.5,1.2,21.0,6.0,55.1,21.5
2005,GBR,0.2,0.2,0.5,0.3,0.7,0.4
2005,GEO,12.9,4.0,35.2,12.2,71.7,32.4
2005,GHA,42.5,16.1,70.1,33.3,91.0,56.6
2005,GRC,0.3,0.2,0.5,0.3,1.7,0.7
2005,HND,25.1,12.1,39.8,20.5,62.0,35.2
2005,HUN,0.7,0.4,1.5,0.6,7.4,2.2
2005,IDA,39.2,14.6,69.9,31.7,91.0,55.8
2005,IDN,20.1,4.0,63.0,19.9,92.4,49.0
2005,IRL,0.0,0.0,0.1,0.0,0.3,0.1
2005,IRN,1.0,0.2,5.7,1.4,23.5,7.4
2005,ISL,0.0,0.0,0.1,0.0,0.2,0.1
2005,ISR,0.5,0.4,1.5,0.6,9.4,2.6
2005,ITA,0.6,0.5,1.0,0.6,1.9,1.0
2005,KAZ,8.7,2.1,28.4,8.8,61.5,26.3
2005,KEN,36.7,12.9,64.4,28.9,87.4,51.9
2005,KGZ,13.6,2.6,49.7,14.6,84.7,41.0
2005,LCN,10.7,4.2,22.5,9.3,45.7,21.1
2005,LMY,26.6,7.9,54.4,21.9,78.7,43.8
2005,LTU,1.8,0.8,4.4,1.8,14.9,5.2
2005,LUX,0.0,0.0,0.1,0.0,0.1,0.1
2005,LVA,2.4,1.2,5.2,2.2,17.3,6.3
2005,MDA,10.9,2.6,35.7,11.1,75.3,33.3
2005,MDG,74.2,32.9,90.4,54.0,98.0,73.3
2005,MEA,2.7,0.5,16.7,3.9,50.6,18.4
2005,MEX,7.8,2.6,17.8,6.6,42.9,17.8
2005,NER,80.5,40.9,92.8,60.3,98.1,77.2
2005,NIC,9.1,2.5,29.3,9.3,61.0,26.7
2005,NLD,0.1,0.1,0.2,0.1,0.5,0.2
2005,NOR,0.2,0.1,0.3,0.2,0.5,0.3
2005,PAK,20.3,3.5,65.1,20.5,92.4,49.7
2005,PAN,8.6,3.1,16.4,7.0,34.5,15.7
2005,PER,17.8,6.6,35.2,14.9,61.5,31.0
2005,POL,0.9,0.4,2.8,0.9,12.5,3.8
2005,PRT,0.5,0.3,1.1,0.5,3.3,1.2
2005,PRY,6.1,2.0,15.0,5.5,39.1,15.8
2005,PSE,0.2,0.0,3.2,0.6,21.5,5.7
2005,RWA,66.1,29.3,83.8,48.8,93.9,68.2
2005,SAS,35.5,8.4,73.7,28.6,93.6,55.7
2005,SEN,41.1,13.9,70.4,31.9,91.9,56.2
2005,SLB,50.6,20.0,74.6,38.3,91.0,59.9
2005,SLV,11.3,4.3,24.2,9.8,51.8,23.3
2005,SSF,48.7,20.1,73.7,37.6,91.0,59.5
2005,SVK,0.2,0.1,0.9,0.2,5.2,1.4
2005,SVN,0.1,0.1,0.2,0.1,0.5,0.2
2005,SWE,1.1,0.7,1.3,0.9,1.8,1.2
2005,TUN,2.6,0.5,12.7,3.2,42.1,14.4
2005,UGA,57.3,21.9,80.9,42.1,94.2,64.2
2005,UKR,0.4,0.1,3.9,0.7,31.0,7.8
2005,URY,0.9,0.2,5.8,1.3,22.7,7.3
2005,USA,1.0,0.8,1.2,0.9,1.7,1.1
2005,VEN,14.4,8.2,25.7,12.9,51.2,25.2
2005,XKX,4.2,0.9,22.4,5.6,67.1,24.9
2005,YEM,10.5,2.0,40.7,11.7,81.7,36.8
2005,ZAF,28.3,9.3,51.2,22.3,71.8,41.6
2006,ARG,2.2,0.8,6.0,2.1,16.9,6.4
2006,ARM,2.0,0.3,15.5,3.3,62.8,20.7
2006,AUT,0.1,0.0,0.2,0.1,0.5,0.2
2006,BDI,71.8,27.3,90.5,50.3,98.2,71.5
2006,BEL,0.2,0.1,0.2,0.1,0.4,0.2
2006,BGR,5.8,2.7,11.5,5.1,28.5,11.6
2006,BLR,0.4,0.1,3.5,0.7,27.9,7.2
2006,BOL,12.5,6.2,22.2,10.8,42.1,21.0
2006,BRA,8.3,3.1,19.4,7.4,41.4,18.4
2006,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2006,CHE,0.0,0.0,0.2,0.1,0.4,0.2
2006,CHL,2.0,0.6,7.6,2.2,29.1,9.5
2006,CRI,3.3,1.3,8.2,3.1,25.1,9.2
2006,CYP,0.0,0.0,0.0,0.0,0.0,0.0
2006,CZE,0.1,0.0,0.1,0.0,0.8,0.2
2006,DEU,0.0,0.0,0.0,0.0,0.2,0.0
2006,DNK,0.1,0.0,0.2,0.1,0.3,0.2
2006,DOM,6.3,1.7,18.6,6.0,45.0,18.2
2006,EAS,19.9,5.2,47.0,17.2,76.2,39.0
2006,ECS,3.3,0.9,9.9,3.2,28.9,10.5
2006,ECU,8.2,2.8,20.1,7.4,45.8,19.7
2006,ESP,0.8,0.6,1.1,0.7,2.6,1.2
2006,EST,0.8,0.4,1.4,0.7,4.6,1.6
2006,FCS,36.9,15.1,59.8,29.2,80.4,49.2
2006,FIN,0.1,0.1,0.1,0.1,0.2,0.1
2006,FRA,0.0,0.0,0.1,0.0,0.2,0.1
2006,GBR,0.2,0.2,0.2,0.2,0.7,0.4
2006,GEO,12.6,3.8,35.6,12.1,72.7,32.8
2006,GRC,0.6,0.3,0.9,0.5,2.2,0.9
2006,GTM,11.7,3.9,25.2,10.0,48.6,22.8
2006,HND,21.1,9.9,35.1,17.4,56.4,31.1
2006,HUN,0.1,0.1,0.3,0.1,4.0,0.8
2006,IDA,37.4,13.7,68.4,30.4,90.5,54.7
2006,IDN,26.2,5.8,67.5,23.3,93.3,51.7
2006,IRL,0.4,0.1,0.5,0.2,0.6,0.4
2006,IRN,0.8,0.2,6.0,1.3,24.7,7.7
2006,IRQ,0.0,0.0,2.1,0.3,26.4,5.8
2006,ISL,0.1,0.1,0.3,0.1,0.4,0.2
2006,ISR,0.2,0.1,1.2,0.3,9.0,2.3
2006,ITA,0.7,0.5,0.9,0.6,1.6,0.9
2006,JOR,0.1,0.0,0.9,0.1,13.5,2.8
2006,KAZ,1.0,0.2,8.4,1.7,50.8,14.2
2006,KGZ,8.4,1.5,37.0,10.0,72.9,32.2
2006,KIR,14.0,3.7,37.8,12.4,77.4,34.7
2006,KOR,0.2,0.2,0.7,0.3,2.0,0.7
2006,LCN,8.9,3.5,19.6,7.8,41.9,18.7
2006,LKA,5.6,0.9,29.8,7.5,69.4,28.7
2006,LMY,25.4,7.4,52.7,21.0,77.1,42.5
2006,LTU,1.5,0.7,2.9,1.3,8.7,3.1
2006,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2006,LVA,1.6,0.8,2.7,1.4,9.4,3.5
2006,MAR,4.2,0.8,20.2,5.2,59.2,22.0
2006,MDA,2.0,0.5,10.6,2.5,41.9,13.4
2006,MEA,2.6,0.4,16.4,3.8,50.0,18.1
2006,MEX,5.4,1.6,15.0,5.0,39.7,15.5
2006,MLI,49.7,17.1,77.2,37.0,93.7,60.6
2006,MLT,0.5,0.2,0.6,0.3,0.8,0.5
2006,MUS,0.3,0.1,2.8,0.6,22.8,5.5
2006,MYS,0.8,0.2,4.9,1.1,22.4,6.8
2006,NLD,0.0,0.0,0.1,0.0,0.2,0.1
2006,NOR,0.1,0.1,0.3,0.1,0.7,0.3
2006,PAN,9.4,3.9,17.4,7.8,33.9,16.1
2006,PER,15.6,5.7,30.4,12.9,55.9,27.5
2006,PHL,14.9,3.6,39.4,13.4,67.9,33.2
2006,POL,0.7,0.3,1.8,0.7,9.2,2.7
2006,PRT,0.1,0.0,0.6,0.1,3.0,0.8
2006,PRY,7.9,2.4,19.5,7.2,43.8,18.9
2006,PSE,0.3,0.0,2.0,0.3,19.7,4.7
2006,ROU,7.4,2.6,18.0,6.7,42.2,17.6
2006,SAS,33.8,7.8,72.5,27.6,93.2,54.9
2006,SLV,7.7,2.2,21.0,7.0,50.5,20.5
2006,SSF,47.2,19.1,72.4,36.4,90.3,58.5
2006,SVK,0.2,0.1,0.8,0.3,3.5,1.1
2006,SVN,0.1,0.0,0.1,0.0,0.4,0.1
2006,SWE,0.4,0.2,0.5,0.3,1.0,0.5
2006,SYR,1.8,0.1,16.6,3.8,46.8,17.1
2006,TGO,61.0,24.9,81.4,44.6,94.7,65.7
2006,THA,0.9,0.2,8.7,1.8,36.9,11.7
2006,UKR,0.2,0.0,2.7,0.5,26.6,6.3
2006,URY,0.6,0.1,4.5,0.9,22.3,6.6
2006,USA,1.0,0.8,1.2,0.9,2.0,1.2
2006,VEN,7.1,3.6,15.5,6.6,38.8,16.2
2006,VNM,14.9,3.5,44.6,14.3,79.8,38.1
2006,XKX,4.1,0.6,22.3,5.2,68.1,25.0
2006,ZMB,64.7,33.6,81.2,50.2,92.6,68.0
2007,ARG,1.8,0.7,5.0,1.7,15.6,5.5
2007,ARM,1.5,0.3,13.7,2.8,56.0,17.6
2007,AUT,0.4,0.3,0.6,0.3,0.8,0.5
2007,BEL,0.2,0.1,0.2,0.1,0.4,0.2
2007,BGR,1.8,0.7,4.9,1.7,15.0,5.3
2007,BIH,0.1,0.0,0.4,0.1,4.8,1.0
2007,BLR,0.2,0.0,2.7,0.5,20.7,5.0
2007,BOL,9.5,4.6,18.6,8.2,41.2,18.9
2007,BRA,7.9,3.1,18.0,7.0,39.0,17.3
2007,BTN,5.9,1.1,26.6,7.2,62.3,25.4
2007,CAN,0.2,0.1,0.2,0.2,0.5,0.3
2007,CHE,0.0,0.0,0.1,0.0,0.4,0.1
2007,CMR,31.4,9.3,58.5,24.5,84.3,47.5
2007,CPV,10.6,2.5,30.7,10.0,62.6,27.8
2007,CRI,1.8,0.7,5.9,1.9,20.3,7.0
2007,CYP,0.0,0.0,0.0,0.0,0.1,0.0
2007,CZE,0.1,0.0,0.2,0.1,0.7,0.2
2007,DEU,0.0,0.0,0.0,0.0,0.2,0.1
2007,DNK,0.0,0.0,0.3,0.1,0.6,0.3
2007,DOM,6.1,1.7,18.1,5.8,44.3,17.9
2007,EAS,17.6,4.6,43.4,15.5,73.0,36.4
2007,ECS,2.2,0.6,7.8,2.3,25.0,8.7
2007,ECU,8.5,3.2,19.6,7.5,44.9,19.3
2007,ESP,0.4,0.3,0.7,0.4,1.6,0.7
2007,EST,0.4,0.2,0.9,0.4,3.0,1.1
2007,FCS,35.4,14.0,58.8,28.1,80.1,48.2
2007,FIN,0.1,0.0,0.1,0.1,0.1,0.1
2007,FRA,0.0,0.0,0.0,0.0,0.1,0.0
2007,GBR,0.2,0.2,0.5,0.2,0.7,0.4
2007,GEO,14.2,4.2,37.8,13.0,74.1,34.2
2007,GIN,48.1,16.6,74.8,35.9,92.9,59.4
2007,GRC,0.5,0.4,0.7,0.5,1.7,0.8
2007,HND,15.6,5.9,30.2,13.0,54.2,27.2
2007,HUN,0.1,0.0,0.4,0.1,4.0,0.8
2007,IDA,35.4,12.7,66.6,29.0,89.9,53.4
2007,IDN,21.6,4.4,60.9,20.2,89.7,47.7
2007,IRL,0.1,0.1,0.1,0.1,0.5,0.2
2007,ISL,0.1,0.0,0.1,0.1,0.3,0.1
2007,ISR,0.5,0.2,1.0,0.4,7.2,2.0
2007,ITA,0.7,0.5,1.1,0.6,1.7,1.0
2007,KAZ,0.4,0.1,4.5,0.8,38.0,9.5
2007,KGZ,8.8,1.7,33.6,9.5,74.2,31.8
2007,LAO,19.5,4.3,58.5,19.1,88.3,46.2
2007,LBR,53.3,19.5,82.8,40.7,96.5,64.6
2007,LCN,7.7,2.9,18.0,6.9,40.0,17.4
2007,LMY,23.8,6.9,50.6,19.8,75.5,41.0
2007,LTU,1.3,0.7,1.9,1.1,6.1,2.2
2007,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2007,LVA,0.6,0.3,1.7,0.6,6.1,2.1
2007,MDA,1.0,0.2,6.5,1.4,32.5,9.6
2007,MEA,2.5,0.5,16.0,3.8,49.4,17.8
2007,MLT,0.4,0.2,0.7,0.3,1.1,0.6
2007,MNG,1.7,0.3,14.8,3.1,50.6,17.4
2007,NER,78.9,34.7,93.0,56.5,97.9,75.0
2007,NLD,0.0,0.0,0.1,0.0,0.4,0.1
2007,NOR,0.1,0.1,0.3,0.1,0.5,0.3
2007,PAK,14.9,2.3,60.6,17.4,91.4,46.9
2007,PAN,6.7,2.2,14.9,5.7,30.5,13.6
2007,PER,13.2,4.6,26.5,10.9,50.3,23.9
2007,POL,0.5,0.3,1.3,0.5,5.7,1.7
2007,PRT,0.3,0.1,0.9,0.3,2.2,0.8
2007,PRY,7.8,2.4,16.7,6.5,40.3,16.8
2007,PSE,1.4,0.2,5.1,1.3,27.7,7.7
2007,ROU,5.3,1.7,13.9,4.9,36.2,14.1
2007,SAS,32.1,7.3,71.2,26.7,92.9,54.0
2007,SLV,5.1,1.3,16.8,5.1,47.2,17.9
2007,SSF,46.0,18.2,71.6,35.6,90.0,57.7
2007,SVK,0.4,0.2,1.0,0.4,3.2,1.1
2007,SVN,0.0,0.0,0.1,0.0,0.2,0.1
2007,SWE,0.4,0.3,0.6,0.4,0.9,0.5
2007,THA,0.5,0.1,6.7,1.2,34.8,10.3
2007,TJK,12.8,4.5,42.7,13.6,85.0,38.7
2007,TLS,40.9,10.1,80.4,32.1,97.7,60.1
2007,TZA,56.2,21.0,81.6,41.6,95.3,64.4
2007,UKR,0.1,0.0,2.1,0.3,26.4,5.9
2007,URY,0.4,0.1,3.6,0.7,19.6,5.6
2007,USA,1.0,0.7,1.2,0.9,1.7,1.1
2008,AGO,14.6,4.0,37.5,13.2,68.9,32.7
2008,ALB,0.2,0.0,3.9,0.5,33.4,8.2
2008,ARG,1.6,0.6,4.8,1.6,14.2,5.2
2008,ARM,0.9,0.2,9.2,1.7,52.1,15.5
2008,AUS,0.4,0.3,0.7,0.4,0.7,0.5
2008,AUT,0.5,0.2,0.6,0.4,1.0,0.6
2008,BEL,0.1,0.1,0.1,0.1,0.3,0.2
2008,BGR,1.3,0.4,3.5,1.2,11.3,3.9
2008,BLR,0.2,0.0,1.7,0.3,16.4,3.8
2008,BOL,8.3,3.8,15.1,7.0,33.9,15.1
2008,BRA,6.5,2.5,15.7,5.9,35.8,15.3
2008,CAF,61.9,29.7,80.8,47.4,92.8,66.4
2008,CAN,0.2,0.1,0.2,0.2,0.7,0.4
