year,country,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty gap at $6.85 a day (2017 PPP) (%)
2017,HUN,0.6,0.4,1.5,0.6,4.0,1.6
2017,IDA,27.0,9.4,55.1,22.6,84.2,46.0
2017,IDN,4.3,0.7,26.3,6.3,65.2,25.9
2017,IND,13.4,2.5,54.4,15.7,85.4,43.0
2017,IRL,0.2,0.2,0.3,0.2,0.5,0.3
2017,IRN,0.3,0.1,3.7,0.7,21.6,5.8
2017,ISL,0.0,0.0,0.0,0.0,0.0,0.0
2017,ISR,0.5,0.2,1.2,0.4,4.2,1.4
2017,ITA,1.4,1.0,1.8,1.3,3.3,1.9
2017,KAZ,0.0,0.0,0.7,0.1,18.8,3.3
2017,KGZ,1.3,0.2,17.3,3.1,70.3,23.5
2017,KOR,0.2,0.1,0.2,0.1,1.0,0.4
2017,LCN,4.3,1.5,10.6,3.9,28.4,11.1
2017,LMY,11.3,3.4,32.2,11.0,59.3,28.1
2017,LSO,32.4,11.6,54.7,25.1,81.0,46.0
2017,LTU,1.0,0.7,1.5,0.9,4.4,1.9
2017,LUX,0.3,0.2,0.4,0.2,0.9,0.4
2017,LVA,0.8,0.3,1.5,0.7,4.5,1.6
2017,MDA,0.0,0.0,0.7,0.1,17.5,3.3
2017,MEA,4.7,1.3,15.0,4.6,44.7,16.6
2017,MKD,4.5,1.8,9.2,3.8,23.1,9.1
2017,MLT,0.2,0.1,0.2,0.1,0.3,0.2
2017,MMR,2.0,0.3,19.6,4.0,68.2,23.5
2017,MNE,3.3,1.6,7.0,3.0,17.2,7.0
2017,MUS,0.1,0.0,1.8,0.3,13.5,3.1
2017,NLD,0.2,0.1,0.3,0.1,0.4,0.2
2017,NOR,0.3,0.2,0.3,0.2,0.6,0.3
2017,PAN,2.1,0.7,5.3,1.9,14.0,5.5
2017,PER,4.5,1.2,12.4,4.1,32.6,12.6
2017,POL,0.3,0.2,0.6,0.3,1.7,0.6
2017,PRT,0.4,0.2,0.7,0.3,2.3,0.8
2017,PRY,1.0,0.2,5.2,1.3,21.0,6.7
2017,QAT,0.0,0.0,0.0,0.0,0.0,0.0
2017,ROU,3.3,1.3,6.7,2.9,16.3,6.8
2017,RUS,0.3,0.1,0.8,0.3,3.3,1.0
2017,SAS,12.6,2.3,51.7,14.7,84.9,41.8
2017,SLV,2.2,0.5,9.7,2.5,36.3,12.0
2017,SRB,5.4,3.0,9.0,4.7,21.7,9.6
2017,SSF,37.5,13.8,64.8,29.6,87.4,52.6
2017,STP,15.7,3.9,45.0,15.1,79.7,38.5
2017,SVK,0.2,0.1,1.3,0.4,2.7,1.1
2017,SVN,0.0,0.0,0.0,0.0,0.1,0.0
2017,SWE,0.2,0.1,0.3,0.2,0.8,0.3
2017,THA,0.0,0.0,0.8,0.1,15.1,3.1
2017,TUR,0.3,0.1,1.8,0.5,10.3,2.8
2017,UKR,0.0,0.0,0.6,0.1,10.8,2.2
2017,URY,0.1,0.0,0.5,0.1,4.6,1.1
2017,USA,1.2,0.9,1.5,1.1,2.0,1.4
2017,XKX,0.4,0.2,4.2,0.8,34.2,8.5
2017,ZWE,34.2,9.4,61.6,25.9,84.1,48.8
2018,AGO,31.1,11.9,52.9,24.5,78.0,44.5
2018,ALB,0.0,0.0,2.7,0.5,18.2,4.6
2018,ARE,0.0,0.0,0.0,0.0,0.4,0.1
2018,ARG,1.0,0.4,2.9,1.0,10.4,3.4
2018,ARM,1.3,0.2,9.4,2.1,48.9,14.4
2018,AUS,0.5,0.4,0.7,0.4,1.0,0.6
2018,AUT,0.6,0.4,0.7,0.5,1.2,0.7
2018,BEL,0.1,0.1,0.1,0.1,0.2,0.1
2018,BEN,20.1,4.8,53.2,18.2,83.6,43.1
2018,BFA,31.2,8.4,63.1,25.2,87.2,49.8
2018,BGR,0.9,0.3,2.3,0.8,8.0,2.8
2018,BLR,0.0,0.0,0.1,0.0,1.9,0.4
2018,BOL,3.3,1.3,7.7,3.0,19.1,7.8
2018,BRA,5.3,2.0,10.9,4.5,26.7,11.1
2018,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2018,CHE,0.0,0.0,0.0,0.0,0.2,0.1
2018,CHN,0.0,0.0,4.9,0.7,27.9,7.9
2018,CIV,11.5,2.4,39.7,12.0,75.6,34.5
2018,COL,4.5,1.7,12.2,4.3,33.9,13.1
2018,CRI,1.5,0.6,4.0,1.4,13.9,4.8
2018,CYP,0.0,0.0,0.1,0.0,0.2,0.1
2018,CZE,0.0,0.0,0.0,0.0,0.2,0.1
2018,DEU,0.0,0.0,0.2,0.1,0.2,0.1
2018,DNK,0.2,0.1,0.2,0.2,0.3,0.2
2018,DOM,0.8,0.2,4.2,0.9,22.2,6.3
2018,EAS,1.2,0.2,9.3,2.0,35.0,11.5
2018,ECS,0.4,0.1,2.1,0.5,11.4,3.1
2018,ECU,3.3,1.0,9.7,3.1,27.8,10.3
2018,ESP,0.8,0.5,1.2,0.7,2.7,1.3
2018,EST,0.2,0.2,0.5,0.3,1.1,0.5
2018,FCS,30.9,11.3,55.5,24.8,79.7,45.9
2018,FIN,0.1,0.0,0.1,0.1,0.2,0.1
2018,FRA,0.0,0.0,0.1,0.0,0.1,0.1
2018,GBR,0.5,0.3,0.5,0.4,0.7,0.5
2018,GEO,5.6,1.5,19.6,5.8,53.9,20.5
2018,GIN,13.8,3.1,46.6,14.3,86.8,40.8
2018,GNB,21.7,4.7,56.8,19.5,87.2,45.7
2018,GRC,0.1,0.1,0.3,0.1,3.7,0.8
2018,GRD,0.3,0.0,1.3,0.3,13.8,3.7
2018,HND,14.2,5.1,27.2,11.6,51.3,24.6
2018,HRV,0.4,0.2,0.7,0.4,2.7,1.0
2018,HUN,0.2,0.1,0.7,0.2,2.8,1.0
2018,IDA,26.4,9.3,53.9,22.2,83.5,45.3
2018,IDN,4.4,0.7,25.4,6.2,64.6,25.6
2018,IND,11.1,2.2,46.9,13.1,82.7,39.3
2018,IRL,0.0,0.0,0.1,0.0,0.1,0.1
2018,IRN,0.7,0.1,4.3,0.9,24.4,6.7
2018,ISR,0.5,0.2,1.0,0.4,3.2,1.0
2018,ITA,1.5,0.9,2.1,1.3,3.2,1.9
2018,JAM,0.1,0.0,0.6,0.1,9.1,1.9
2018,KAZ,0.0,0.0,0.5,0.1,14.3,2.4
2018,KGZ,0.7,0.1,13.2,2.2,66.1,20.7
2018,KOR,0.2,0.0,0.2,0.1,0.7,0.3
2018,LAO,7.1,1.2,32.5,8.7,70.5,30.0
2018,LCN,4.2,1.5,10.4,3.8,27.9,10.9
2018,LMY,10.5,3.2,29.9,10.1,57.5,26.7
2018,LTU,0.9,0.4,1.3,0.7,2.9,1.4
2018,LUX,0.3,0.1,0.4,0.2,0.7,0.3
2018,LVA,0.4,0.2,0.9,0.4,3.0,1.1
2018,MDA,0.0,0.0,0.6,0.1,14.6,2.6
2018,MEA,4.7,1.3,15.1,4.6,45.1,16.7
2018,MEX,1.9,0.5,7.8,2.1,28.8,9.4
2018,MKD,3.4,1.2,7.1,2.8,20.8,7.8
2018,MLI,15.2,3.0,48.2,15.2,81.0,39.6
2018,MLT,0.1,0.1,0.2,0.1,0.3,0.2
2018,MNE,2.8,1.0,6.3,2.4,18.5,6.9
2018,MNG,0.7,0.1,6.9,1.3,38.3,10.9
2018,MYS,0.0,0.0,0.2,0.0,3.4,0.6
2018,NER,50.9,15.5,81.2,37.6,95.0,62.1
2018,NGA,30.9,9.0,63.5,25.1,90.8,50.9
2018,NLD,0.1,0.1,0.2,0.1,0.4,0.2
2018,NOR,0.3,0.2,0.3,0.2,0.5,0.3
2018,PAK,4.9,0.6,39.8,9.0,84.5,36.3
2018,PAN,1.4,0.4,4.4,1.4,12.5,4.7
2018,PER,3.6,1.0,10.7,3.4,30.3,11.3
2018,PHL,3.0,0.5,18.3,4.3,53.5,19.7
2018,POL,0.2,0.1,0.4,0.2,1.4,0.5
2018,PRT,0.3,0.2,0.7,0.3,2.1,0.8
2018,PRY,1.4,0.3,5.8,1.6,19.6,6.6
2018,ROU,2.7,0.9,5.7,2.2,13.0,5.5
2018,RUS,0.1,0.1,0.4,0.1,2.6,0.7
2018,SAS,10.1,1.9,45.7,12.4,82.3,38.6
2018,SEN,9.2,1.8,37.6,10.7,74.4,33.1
2018,SLE,26.1,6.0,64.3,23.1,89.9,49.9
2018,SLV,1.8,0.4,9.0,2.3,33.0,10.8
2018,SRB,2.9,1.4,5.9,2.6,17.2,6.6
2018,SSF,36.9,13.6,64.2,29.3,87.3,52.2
2018,SVK,0.2,0.1,1.3,0.3,3.4,1.3
2018,SVN,0.0,0.0,0.0,0.0,0.1,0.0
2018,SWE,0.7,0.6,0.9,0.7,1.4,0.9
2018,SYC,0.5,0.1,1.2,0.4,6.7,2.0
2018,TCD,30.9,8.4,64.6,25.3,89.4,50.9
2018,TGO,28.4,8.5,56.9,23.0,84.0,46.4
2018,THA,0.0,0.0,0.9,0.1,15.6,3.3
2018,TUR,0.4,0.1,1.8,0.4,9.6,2.6
2018,TZA,44.9,13.6,74.3,33.6,92.3,58.0
2018,UKR,0.0,0.0,0.5,0.1,9.4,1.7
2018,URY,0.1,0.0,0.4,0.1,4.9,1.1
2018,USA,1.0,0.8,1.2,0.9,1.7,1.2
2018,VNM,1.2,0.2,5.3,1.4,22.2,6.9
2019,ALB,0.0,0.0,1.2,0.2,14.9,3.2
2019,ARG,1.1,0.4,3.4,1.1,12.0,4.1
2019,ARM,1.0,0.1,9.8,1.9,52.1,15.2
2019,AUT,0.6,0.4,0.7,0.5,0.8,0.7
2019,BEL,0.1,0.1,0.1,0.1,0.2,0.1
2019,BGR,0.9,0.3,2.8,1.0,7.2,2.8
2019,BLR,0.0,0.0,0.0,0.0,2.4,0.3
2019,BOL,1.9,0.6,5.7,1.9,15.5,5.7
2019,BRA,5.4,2.1,10.8,4.5,26.2,11.0
2019,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2019,CHE,0.0,0.0,0.0,0.0,0.2,0.0
2019,CHN,0.0,0.0,2.5,0.2,24.6,6.3
2019,COL,5.3,2.0,13.7,5.0,34.8,14.0
2019,CRI,1.1,0.4,3.5,1.1,13.7,4.3
2019,CYP,0.2,0.1,0.2,0.2,0.3,0.2
2019,CZE,0.0,0.0,0.0,0.0,0.3,0.1
2019,DEU,0.2,0.1,0.2,0.2,0.5,0.2
2019,DNK,0.3,0.2,0.3,0.2,0.4,0.3
2019,DOM,0.8,0.2,3.5,0.9,20.2,5.6
2019,EAS,1.0,0.2,7.2,1.5,32.4,10.2
2019,ECS,0.5,0.1,2.0,0.5,10.8,3.0
2019,ECU,3.6,1.1,9.9,3.3,29.7,10.9
2019,EGY,1.5,0.3,17.6,3.4,68.8,23.2
2019,ESP,0.8,0.5,1.1,0.7,2.8,1.2
2019,EST,0.6,0.3,0.9,0.5,1.4,0.8
2019,FIN,0.0,0.0,0.1,0.0,0.2,0.1
2019,FJI,1.3,0.2,12.4,2.6,52.6,16.4
2019,FRA,0.1,0.0,0.1,0.0,0.4,0.1
2019,GBR,0.5,0.2,0.5,0.3,0.7,0.5
2019,GEO,4.8,1.1,18.5,5.2,54.2,19.9
2019,GRC,0.7,0.4,1.3,0.7,3.9,1.5
2019,HND,12.7,4.3,26.4,10.8,49.5,24.0
2019,HRV,0.3,0.2,0.6,0.3,2.4,0.7
2019,HUN,0.3,0.1,0.9,0.3,2.5,0.9
2019,IDA,26.2,9.3,53.6,22.1,83.3,45.2
2019,IDN,3.4,0.5,23.4,5.4,63.7,24.5
2019,IND,13.2,2.8,44.0,13.4,80.7,37.9
2019,IRL,0.1,0.0,0.1,0.1,0.2,0.1
2019,IRN,0.7,0.1,5.6,1.2,29.1,8.4
2019,ISR,0.7,0.3,1.2,0.6,4.0,1.5
2019,ITA,1.0,0.8,1.3,0.9,2.6,1.3
2019,KAZ,0.0,0.0,0.5,0.1,14.4,2.4
2019,KGZ,0.7,0.2,11.7,2.0,63.7,19.4
2019,KIR,1.7,0.3,19.5,3.8,68.9,23.9
2019,KOR,0.0,0.0,0.2,0.1,0.5,0.2
2019,LCN,4.2,1.5,10.2,3.8,27.2,10.7
2019,LKA,1.0,0.1,11.3,2.1,49.3,15.6
2019,LMY,10.7,3.3,28.2,9.9,56.1,25.7
2019,LTU,0.5,0.3,0.7,0.4,1.6,0.8
2019,LUX,0.1,0.1,0.1,0.1,0.3,0.1
2019,LVA,0.2,0.2,0.8,0.3,2.6,0.9
2019,MDA,0.0,0.0,0.4,0.1,14.7,2.6
2019,MDV,0.0,0.0,0.0,0.0,3.9,0.5
2019,MHL,0.9,0.2,6.1,1.4,31.5,8.8
2019,MKD,2.7,1.1,7.5,2.7,19.0,7.3
2019,MLT,0.3,0.1,0.4,0.2,0.7,0.4
2019,MNE,2.0,0.6,4.2,1.5,15.2,5.2
2019,MOZ,74.5,37.5,88.6,56.2,96.1,73.6
2019,MRT,5.4,1.4,25.8,6.8,68.0,26.4
2019,MWI,70.1,29.3,89.1,50.9,97.3,71.3
2019,NLD,0.1,0.0,0.1,0.1,0.4,0.1
2019,NOR,0.2,0.1,0.3,0.2,0.5,0.2
2019,PAN,1.0,0.3,3.7,1.1,12.1,4.3
2019,PER,3.0,0.8,9.6,3.0,28.8,10.4
2019,POL,0.1,0.0,0.2,0.1,0.8,0.2
2019,PRT,0.1,0.1,0.2,0.1,1.5,0.4
2019,PRY,1.0,0.2,5.1,1.3,19.7,6.2
2019,ROU,2.2,0.7,4.7,1.8,10.9,4.6
2019,RUS,0.2,0.1,0.5,0.2,2.7,0.7
2019,SAS,10.6,2.1,42.1,12.0,80.4,36.8
2019,SLV,1.4,0.3,6.6,1.6,28.8,8.8
2019,SRB,2.3,1.2,4.0,1.9,12.0,4.5
2019,SSF,36.7,13.6,63.9,29.1,87.3,52.1
2019,SVK,0.1,0.0,0.5,0.1,2.0,0.6
2019,SVN,0.0,0.0,0.0,0.0,0.1,0.0
2019,SWE,0.3,0.2,0.4,0.3,0.9,0.4
2019,THA,0.1,0.0,0.6,0.1,13.1,2.5
2019,TUR,0.5,0.1,2.0,0.5,10.1,2.9
2019,UGA,42.1,13.6,71.8,32.1,91.1,56.3
2019,UKR,0.0,0.0,0.3,0.1,7.1,1.3
2019,URY,0.1,0.0,0.5,0.1,5.1,1.1
2019,USA,1.0,0.7,1.2,0.8,1.7,1.1
2019,VUT,10.0,2.3,34.9,10.6,76.1,32.5
2019,ZWE,39.8,13.5,64.5,29.9,85.0,51.8
2020,ALB,0.0,0.0,1.5,0.2,13.7,3.2
2020,ARG,1.2,0.4,4.0,1.2,15.4,5.0
2020,ARM,0.4,0.1,6.7,1.2,53.2,14.1
2020,AUT,0.7,0.6,0.9,0.7,1.0,0.8
2020,BDI,62.1,23.5,86.2,45.3,96.8,67.6
2020,BEL,0.1,0.0,0.1,0.1,0.3,0.1
2020,BGR,0.2,0.1,1.4,0.4,4.5,1.6
2020,BLR,0.0,0.0,0.1,0.0,1.3,0.2
2020,BOL,3.1,0.8,6.4,2.5,17.3,6.6
2020,BRA,2.0,0.7,5.3,1.8,18.7,6.3
2020,CHE,0.0,0.0,0.1,0.0,0.1,0.1
2020,CHL,1.3,0.8,2.7,1.3,9.9,3.4
2020,CHN,0.0,0.0,1.0,0.0,24.8,5.9
2020,COD,78.9,40.2,92.1,59.3,97.7,76.3
2020,COL,9.4,4.4,19.3,8.4,42.2,19.0
2020,CRI,2.3,0.9,6.0,2.2,19.9,7.0
2020,CYP,0.0,0.0,0.1,0.0,0.2,0.1
2020,CZE,0.0,0.0,0.0,0.0,0.4,0.1
2020,DEU,0.2,0.2,0.2,0.2,0.5,0.3
2020,DNK,0.2,0.1,0.2,0.1,0.4,0.2
2020,DOM,1.0,0.3,5.2,1.3,23.2,6.9
2020,EAS,1.1,0.2,6.4,1.5,32.9,10.1
2020,ECS,0.5,0.2,2.1,0.6,10.3,3.0
2020,ECU,6.5,2.1,14.4,5.4,34.6,14.3
2020,ESP,0.9,0.5,1.4,0.8,3.1,1.4
2020,EST,0.3,0.2,0.5,0.3,1.3,0.6
2020,FIN,0.0,0.0,0.0,0.0,0.1,0.0
2020,FRA,0.1,0.1,0.2,0.1,0.4,0.2
2020,GBR,0.5,0.3,0.5,0.4,0.7,0.5
2020,GEO,5.8,1.5,21.4,6.2,58.3,22.3
2020,GMB,17.2,4.5,47.0,16.0,80.6,39.7
2020,GRC,0.8,0.4,1.6,0.7,3.9,1.6
2020,HRV,0.3,0.2,0.7,0.3,2.1,0.8
2020,HUN,0.4,0.2,0.8,0.4,2.5,0.9
2020,IDN,2.8,0.4,21.8,4.9,62.5,23.4
2020,IND,15.5,3.4,48.2,15.2,83.0,40.4
2020,IRL,0.1,0.1,0.2,0.1,0.2,0.2
2020,IRN,0.8,0.2,6.0,1.3,29.3,8.6
2020,ISR,0.4,0.3,1.0,0.5,3.2,1.2
2020,ITA,0.8,0.6,1.2,0.8,2.2,1.2
2020,KAZ,0.0,0.0,0.4,0.1,13.9,2.2
2020,KEN,35.0,9.7,68.6,27.8,91.0,53.5
2020,KGZ,1.3,0.2,18.7,3.5,67.6,23.3
2020,KOR,0.0,0.0,0.2,0.1,0.5,0.2
2020,LCN,3.8,1.3,9.9,3.5,27.6,10.5
2020,LMY,11.7,3.7,29.1,10.6,57.1,26.5
2020,LTU,0.2,0.1,0.6,0.3,1.6,0.6
2020,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2020,LVA,0.5,0.2,0.8,0.4,2.5,0.9
2020,MEX,2.1,0.6,8.2,2.3,30.3,10.0
2020,MLT,0.3,0.1,0.7,0.2,0.8,0.5
2020,MNE,1.8,0.7,4.2,1.6,15.4,5.0
2020,NLD,0.0,0.0,0.1,0.0,0.2,0.1
2020,PER,5.8,1.8,17.4,5.8,42.8,17.2
2020,POL,0.1,0.1,0.3,0.1,1.1,0.4
2020,PRT,0.5,0.2,1.0,0.4,2.6,1.0
2020,PRY,0.8,0.2,5.2,1.2,22.3,6.9
2020,ROU,1.4,0.6,3.9,1.5,10.0,4.1
2020,RUS,0.1,0.0,0.3,0.1,1.7,0.4
2020,SAS,13.0,2.8,44.9,13.5,81.9,38.5
2020,SRB,1.6,0.8,2.8,1.3,10.1,3.6
2020,SVK,0.2,0.1,0.4,0.2,1.9,0.6
2020,SVN,0.0,0.0,0.0,0.0,0.0,0.0
2020,SWE,0.4,0.3,0.5,0.4,0.9,0.5
2020,THA,0.0,0.0,0.7,0.1,13.2,2.6
2020,TUR,0.5,0.1,2.0,0.5,9.8,2.8
2020,UKR,0.0,0.0,0.2,0.0,7.1,1.3
2020,URY,0.2,0.1,0.9,0.2,7.2,1.7
2020,USA,0.2,0.2,0.5,0.3,1.2,0.6
2020,VNM,0.7,0.1,3.8,0.9,18.7,5.5
2021,ARG,0.9,0.4,2.8,0.9,11.4,3.7
2021,ARM,0.5,0.1,8.7,1.6,51.7,14.4
2021,AUT,0.5,0.4,0.5,0.4,1.1,0.5
2021,BEL,0.0,0.0,0.1,0.0,0.2,0.1
2021,BEN,12.7,2.9,43.4,13.2,81.4,37.8
2021,BFA,25.3,6.3,60.7,21.9,88.1,47.9
2021,BGR,0.7,0.2,2.0,0.7,5.8,2.2
2021,BOL,2.0,0.6,5.4,1.8,15.2,5.4
2021,BRA,5.8,2.1,11.3,4.7,28.4,11.7
2021,CAF,65.7,29.7,85.8,49.4,96.2,69.5
2021,CHN,0.0,0.0,0.0,0.0,17.0,3.5
2021,CIV,9.7,1.9,38.4,10.9,76.4,34.3
2021,CMR,23.0,6.6,46.7,18.4,76.0,39.4
2021,COL,7.3,2.9,16.4,6.6,38.8,16.5
2021,CRI,1.2,0.4,3.7,1.2,14.5,4.6
2021,CYP,0.0,0.0,0.1,0.0,0.1,0.0
2021,CZE,0.1,0.0,0.1,0.0,0.3,0.1
2021,DNK,0.2,0.1,0.2,0.1,0.3,0.2
2021,DOM,0.9,0.2,4.3,1.1,23.2,6.7
2021,EAS,1.1,0.2,5.8,1.5,27.8,8.5
2021,ECS,0.5,0.2,1.9,0.6,8.6,2.6
2021,ECU,3.6,1.0,10.9,3.6,31.7,11.5
2021,ESP,0.6,0.4,0.9,0.5,1.9,0.9
2021,EST,0.3,0.2,0.4,0.3,0.7,0.4
2021,FIN,0.0,0.0,0.0,0.0,0.1,0.0
2021,FRA,0.1,0.0,0.2,0.1,0.5,0.2
2021,GBR,0.2,0.2,0.5,0.3,0.7,0.4
2021,GEO,5.5,1.3,19.1,5.5,55.4,20.5
2021,GNB,26.0,5.9,60.2,21.7,89.1,48.1
2021,GRC,0.6,0.3,1.1,0.5,2.9,1.2
2021,HRV,0.3,0.2,0.4,0.3,1.8,0.5
2021,HUN,0.4,0.2,0.8,0.4,2.2,0.9
2021,IDN,2.9,0.4,21.3,4.8,62.7,23.2
2021,IND,12.9,2.7,44.0,13.3,81.8,38.2
2021,IRL,0.1,0.0,0.1,0.1,0.3,0.1
2021,IRN,0.7,0.2,5.0,1.1,24.8,7.1
2021,ISR,0.2,0.2,1.0,0.4,3.5,1.1
2021,ITA,0.8,0.6,1.0,0.7,1.7,1.0
2021,JAM,0.3,0.1,2.4,0.5,13.9,3.8
2021,KAZ,0.0,0.0,0.3,0.0,10.6,1.6
2021,KEN,36.1,9.7,70.1,28.7,91.3,54.3
2021,KGZ,0.7,0.2,12.5,2.1,62.2,19.4
2021,KOR,0.0,0.0,0.2,0.1,0.5,0.2
2021,LCN,4.5,1.6,10.5,4.0,28.4,11.1
2021,LMY,11.4,3.6,28.3,10.3,55.2,25.7
2021,LTU,0.3,0.1,0.4,0.2,1.2,0.5
2021,LUX,0.1,0.0,0.1,0.1,0.3,0.1
2021,LVA,0.4,0.2,0.7,0.4,2.1,0.8
2021,MDA,0.0,0.0,0.3,0.1,14.4,2.5
2021,MLI,20.8,4.5,56.1,18.9,85.9,44.7
2021,MNE,2.0,0.9,3.7,1.6,12.2,4.2
2021,MYS,0.0,0.0,0.1,0.0,2.3,0.4
2021,NER,50.6,14.3,83.1,37.5,96.3,62.9
2021,NLD,0.1,0.0,0.1,0.1,0.3,0.1
2021,PAN,1.1,0.5,4.3,1.3,12.9,4.7
2021,PER,2.8,0.7,10.0,2.9,33.4,11.4
2021,PHL,3.0,0.5,17.8,4.2,55.3,20.0
2021,POL,0.1,0.0,0.2,0.1,0.9,0.3
2021,PRT,0.2,0.1,0.4,0.2,1.7,0.5
2021,PRY,0.7,0.2,4.1,1.0,20.8,6.2
2021,ROU,1.8,0.7,3.0,1.3,7.1,3.1
2021,RUS,0.2,0.1,0.4,0.2,2.0,0.6
2021,SAS,11.4,2.3,42.2,12.3,80.9,37.1
2021,SEN,9.9,1.9,36.3,10.3,75.6,33.0
2021,SLV,3.6,1.4,8.7,3.2,28.4,10.1
2021,SRB,1.2,0.8,2.5,1.2,7.5,2.9
2021,SVK,0.1,0.0,0.7,0.2,2.4,0.9
2021,SVN,0.0,0.0,0.0,0.0,0.1,0.0
2021,SWE,0.6,0.4,0.8,0.5,1.4,0.9
2021,TGO,26.6,7.1,58.8,22.0,86.8,47.3
2021,THA,0.0,0.0,0.6,0.1,12.2,2.4
2021,TON,0.0,0.0,1.6,0.3,21.5,4.5
2021,TUN,0.3,0.1,2.0,0.4,16.2,3.9
2021,TUR,0.4,0.1,1.4,0.5,7.6,2.1
2021,URY,0.1,0.0,0.8,0.1,6.7,1.6
2021,USA,0.2,0.2,0.5,0.3,1.0,0.5
2022,ARG,0.6,0.2,2.5,0.8,10.9,3.3
2022,ARM,0.8,0.1,10.0,1.8,51.3,15.0
2022,BGD,5.0,0.8,30.0,7.3,74.1,29.7
2022,BRA,3.5,1.2,8.4,3.1,23.5,9.0
2022,BTN,0.0,0.0,0.5,0.1,8.4,1.7
2022,CHL,0.4,0.2,0.9,0.4,4.7,1.3
2022,COL,6.0,2.4,14.0,5.5,34.8,14.3
2022,CRI,0.9,0.3,3.3,1.0,14.1,4.4
2022,DOM,0.8,0.2,4.0,0.9,21.5,6.1
2022,EAS,1.0,0.2,5.4,1.3,27.4,8.2
2022,ECS,0.5,0.2,1.7,0.5,8.2,2.4
2022,ECU,3.2,1.0,9.5,3.1,29.9,10.8
2022,GEO,4.3,1.2,15.0,4.3,47.7,16.8
2022,IDN,2.2,0.3,19.1,4.1,62.6,22.2
2022,IRN,0.5,0.1,3.8,0.8,21.9,5.9
2022,KGZ,0.3,0.0,11.3,1.7,60.1,18.2
2022,LCN,3.5,1.2,8.9,3.2,25.2,9.5
2022,LMY,10.8,3.4,27.1,9.8,54.3,24.9
2022,MEX,1.2,0.3,4.7,1.3,21.8,6.5
2022,MNG,0.2,0.0,2.4,0.4,22.1,5.3
2022,NPL,0.4,0.0,7.5,1.4,44.1,12.3
2022,PER,2.7,0.8,9.5,2.8,32.2,11.1
2022,PRY,1.3,0.3,5.6,1.5,19.9,6.5
2022,SAS,9.7,1.9,38.8,10.9,78.8,35.0
2022,SLV,3.4,1.3,8.6,3.1,27.5,9.9
2022,SUR,1.1,0.2,4.2,1.1,17.5,5.5
2022,SYR,24.8,5.9,67.0,23.0,96.0,52.3
2022,TCD,30.8,8.5,62.8,24.1,88.8,50.1
2022,URY,0.2,0.0,0.8,0.2,6.4,1.5
2022,USA,1.2,1.0,1.5,1.1,2.0,1.4
2022,UZB,2.3,0.7,5.0,1.8,17.3,5.9
2022,VNM,1.0,0.2,4.2,1.1,19.7,5.9
2022,ZMB,64.3,33.1,81.0,49.8,93.2,67.9
2023,CRI,0.9,0.3,3.0,0.9,12.7,3.9
2023,ECU,3.8,1.0,10.3,3.3,29.6,10.9
2023,IDN,1.8,0.3,17.5,3.6,61.8,21.4
2023,PAN,1.3,0.4,4.4,1.4,12.9,4.8
